👩‍🦳	[188.91666666666666, 185.60900297619048, 215.46316964285714]
🧘🏻‍♀️	[214.77455357142858, 196.3329613095238, 219.24776785714286]
⚪	[241.95663265306123, 241.95663265306123, 241.95663265306123]
👤	[230.11197916666666, 148.4795386904762, 142.77083333333334]
🇹🇯	[136.64555555555555, 161.64962962962963, 185.77592592592592]
🈯️	[152.37280701754386, 214.89129072681703, 137.46428571428572]
🧐	[83.37797619047619, 211.71593915343917, 229.25727513227514]
👨🏻‍🦼	[184.7002551020408, 185.62287414965985, 190.6875]
😅	[103.42272727272727, 189.6472027972028, 213.48111888111887]
💁🏻‍♀️	[181.9295634920635, 146.65178571428572, 176.317791005291]
💑	[100.5953443877551, 142.4451530612245, 206.89604591836735]
🏄‍♀️	[207.218671679198, 189.82205513784461, 164.82080200501252]
🏋🏼	[209.85369674185463, 221.66635338345864, 230.41290726817041]
🚣🏼‍♀️	[187.39649122807018, 188.91387559808612, 196.18086124401913]
✏️	[188.47066326530611, 227.67920918367346, 246.19483418367346]
🧟‍♂️	[131.67361111111111, 193.63525132275132, 158.9130291005291]
🤍	[238.6246565934066, 238.6246565934066, 238.6246565934066]
👮🏿‍♂	[173.11857142857144, 131.38142857142856, 152.56428571428572]
👩🏾‍🎓	[114.75595238095238, 129.54026610644257, 142.3189775910364]
🈲	[94.68845663265306, 96.69196428571429, 228.2452168367347]
▪	[82.48571428571428, 79.51904761904763, 86.26666666666667]
🎠	[221.34024234693877, 194.52901785714286, 239.1922831632653]
💂🏻‍♂	[128.75, 133.96279761904762, 163.83705357142858]
🛒	[163.9716198979592, 206.59821428571428, 232.9406887755102]
🌶	[197.41295546558703, 198.6322537112011, 241.59008097165992]
🇳🇦	[118.25222222222222, 116.68222222222222, 129.51111111111112]
💴	[124.52868658131815, 202.0303461356093, 225.74822190611664]
🧑🏾‍⚖️	[109.32769423558898, 128.67449874686716, 149.4561403508772]
🇱🇻	[121.34, 109.0725925925926, 191.39407407407407]
⚖	[209.3673469387755, 226.8734056122449, 233.5656887755102]
🚴🏽‍♀	[203.6279761904762, 202.92526455026456, 203.3373015873016]
🤾🏿‍♂	[204.12910481331534, 204.6693657219973, 194.86999550157444]
👩🏾‍🔬	[162.34335839598998, 165.26911027568923, 173.7280701754386]
👩🏽‍🤝‍👨🏻	[194.21336206896552, 187.97629310344828, 193.0572660098522]
👩🏿	[89.74214285714285, 93.52035714285714, 103.48142857142857]
😨	[104.26951058201058, 208.54034391534393, 201.81448412698413]
🕴️	[164.3607142857143, 173.10357142857143, 176.12589285714284]
📱	[124.78571428571429, 128.7741935483871, 130.19988479262673]
👨🏼‍🏫	[140.27882205513785, 169.32581453634086, 148.52725563909775]
🖌️	[236.8654336734694, 223.24776785714286, 226.20822704081633]
